,0
사고부위_그룹,0.09685478995771676
학교급,0.07770915729618864
사고자구분,0.07398854746601273
사고자성별,0.06819709742199079
사고형태_그룹,0.058959123000497354
사고자학년,0.05878637747096946
지역,0.05281906870748146
사고장소_그룹,0.04684330689032931
사고당시활동_그룹,0.04345434112022855
